district,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp,Tot_P_Tot_resp_total
Euroa,314.0,2058.0,1400.0,22464.0,355.0,26592.0,4.0,21.0,0.0,1135.0,7.0,1167.0,364.0,8.0,20.0,78.0,3.0,473.0,57.0,11.0,3.0,45.0,0.0,116.0,493.0,148.0,51.0,301.0,4.0,996.0,3127.0,1890.0,1288.0,20270.0,448.0,27023.0,306.0,0.0,45.0,5.0,0.0,355.0,40.0,0.0,0.0,103.0,0.0,143.0,601.0,158.0,102.0,1869.0,11.0,2742.0,175.0,39.0,9.0,107.0,0.0,330.0,46.0,4.0,3.0,27.0,0.0,80.0,299.0,11.0,6.0,3.0,0.0,319.0,750.0,429.0,279.0,7590.0,66.0,9115.0,702.0,213.0,68.0,1220.0,4.0,2207.0,8.0,0.0,5.0,0.0,0.0,13.0,44.0,12.0,0.0,13.0,0.0,69.0,51.0,18.0,3.0,40.0,0.0,112.0,209.0,57.0,19.0,213.0,0.0,498.0,43.0,9.0,0.0,16.0,0.0,68.0,94.0,32.0,39.0,23.0,0.0,188.0,168.0,13.0,9.0,95.0,0.0,285.0,9.0,6.0,4.0,12.0,0.0,31.0,22.0,0.0,0.0,3.0,0.0,25.0,808.0,531.0,292.0,5990.0,60.0,7681.0,26.0,0.0,0.0,3.0,0.0,29.0,28.0,8.0,1.0,8.0,0.0,45.0,24.0,11.0,10.0,19.0,0.0,64.0,14.0,3.0,0.0,3.0,0.0,20.0,27.0,4.0,0.0,0.0,0.0,31.0,74.0,27.0,9.0,134.0,0.0,244.0,1728.0,270.0,226.0,705.0,20.0,2949.0,76.0,9.0,3.0,571.0,5001.0,5660.0,9421.0,3820.0,2600.0,44903.0,5923.0,66667.0,66667.0
Evelyn,429.0,3365.0,2460.0,21446.0,101.0,27800.0,4.0,16.0,13.0,605.0,3.0,641.0,1059.0,18.0,68.0,80.0,0.0,1225.0,118.0,26.0,6.0,76.0,0.0,226.0,1318.0,388.0,203.0,1173.0,8.0,3090.0,5393.0,2981.0,2358.0,18540.0,136.0,29408.0,357.0,15.0,50.0,13.0,0.0,435.0,118.0,10.0,15.0,131.0,5.0,279.0,861.0,273.0,151.0,1846.0,6.0,3136.0,199.0,73.0,14.0,263.0,0.0,549.0,133.0,16.0,13.0,78.0,0.0,240.0,752.0,51.0,23.0,30.0,0.0,856.0,980.0,553.0,341.0,5160.0,23.0,7058.0,1408.0,464.0,166.0,1919.0,13.0,3970.0,53.0,0.0,4.0,0.0,0.0,57.0,73.0,0.0,3.0,21.0,0.0,97.0,41.0,0.0,0.0,30.0,0.0,71.0,81.0,45.0,7.0,134.0,0.0,267.0,59.0,6.0,3.0,31.0,0.0,99.0,180.0,145.0,73.0,41.0,0.0,439.0,252.0,31.0,16.0,188.0,0.0,487.0,63.0,8.0,6.0,17.0,0.0,94.0,29.0,9.0,8.0,0.0,3.0,49.0,1136.0,641.0,413.0,4971.0,5.0,7165.0,38.0,5.0,0.0,9.0,0.0,52.0,248.0,40.0,48.0,11.0,0.0,347.0,61.0,16.0,3.0,24.0,0.0,104.0,150.0,45.0,10.0,37.0,0.0,242.0,83.0,5.0,3.0,7.0,0.0,98.0,118.0,37.0,27.0,129.0,0.0,311.0,3337.0,537.0,415.0,956.0,13.0,5258.0,161.0,19.0,4.0,262.0,1749.0,2195.0,16347.0,5972.0,4230.0,40403.0,2215.0,69167.0,69167.0
Footscray,1006.0,2421.0,1942.0,10224.0,60.0,15653.0,4.0,28.0,9.0,391.0,0.0,432.0,5726.0,124.0,219.0,167.0,34.0,6270.0,566.0,43.0,44.0,121.0,0.0,774.0,234.0,123.0,61.0,338.0,0.0,756.0,4172.0,2056.0,1488.0,10119.0,82.0,17917.0,1210.0,28.0,121.0,16.0,0.0,1375.0,211.0,29.0,18.0,74.0,0.0,332.0,600.0,160.0,124.0,1211.0,0.0,2095.0,1457.0,193.0,97.0,534.0,0.0,2281.0,67.0,16.0,3.0,46.0,0.0,132.0,2130.0,33.0,42.0,27.0,9.0,2241.0,1270.0,661.0,454.0,5270.0,12.0,7667.0,1928.0,524.0,176.0,1511.0,9.0,4148.0,149.0,0.0,14.0,10.0,0.0,173.0,154.0,14.0,12.0,16.0,0.0,196.0,682.0,45.0,33.0,133.0,0.0,893.0,301.0,100.0,42.0,282.0,3.0,728.0,185.0,23.0,16.0,8.0,0.0,232.0,393.0,68.0,79.0,9.0,0.0,549.0,414.0,54.0,45.0,158.0,0.0,671.0,91.0,0.0,23.0,22.0,0.0,136.0,56.0,3.0,8.0,0.0,0.0,67.0,1099.0,504.0,387.0,3470.0,18.0,5478.0,389.0,14.0,21.0,34.0,0.0,458.0,103.0,25.0,0.0,8.0,0.0,136.0,361.0,16.0,16.0,32.0,0.0,425.0,144.0,34.0,5.0,23.0,0.0,206.0,6460.0,90.0,161.0,95.0,12.0,6818.0,106.0,43.0,22.0,145.0,0.0,316.0,9137.0,859.0,693.0,997.0,29.0,11715.0,718.0,13.0,10.0,150.0,3458.0,4349.0,35999.0,5215.0,3993.0,23548.0,3805.0,72560.0,72560.0
Frankston,596.0,3182.0,2452.0,16766.0,213.0,23210.0,0.0,41.0,12.0,741.0,0.0,794.0,1420.0,20.0,58.0,63.0,3.0,1564.0,214.0,17.0,17.0,77.0,0.0,325.0,598.0,166.0,83.0,529.0,0.0,1376.0,6486.0,3077.0,2299.0,15660.0,286.0,27807.0,542.0,25.0,115.0,13.0,0.0,695.0,196.0,19.0,10.0,137.0,0.0,362.0,842.0,260.0,190.0,1415.0,6.0,2712.0,629.0,103.0,67.0,393.0,3.0,1194.0,105.0,36.0,8.0,42.0,6.0,197.0,662.0,29.0,19.0,66.0,0.0,776.0,1425.0,587.0,443.0,5186.0,16.0,7657.0,917.0,298.0,115.0,1202.0,7.0,2539.0,47.0,0.0,12.0,6.0,0.0,65.0,96.0,6.0,8.0,20.0,0.0,130.0,19.0,4.0,5.0,15.0,0.0,43.0,80.0,15.0,12.0,86.0,0.0,192.0,429.0,40.0,33.0,22.0,6.0,530.0,341.0,103.0,53.0,28.0,0.0,526.0,365.0,54.0,37.0,97.0,0.0,553.0,397.0,10.0,18.0,12.0,0.0,437.0,106.0,34.0,10.0,0.0,0.0,150.0,1826.0,642.0,509.0,4448.0,26.0,7451.0,186.0,11.0,7.0,11.0,4.0,219.0,158.0,51.0,19.0,14.0,0.0,242.0,141.0,10.0,11.0,17.0,0.0,179.0,98.0,32.0,3.0,20.0,0.0,153.0,111.0,4.0,20.0,10.0,0.0,145.0,247.0,38.0,3.0,163.0,0.0,451.0,4324.0,658.0,677.0,883.0,33.0,6573.0,184.0,17.0,25.0,286.0,4122.0,4635.0,19634.0,5850.0,4485.0,33520.0,4811.0,68299.0,68299.0
Geelong,359.0,2567.0,1946.0,20906.0,184.0,25963.0,0.0,27.0,20.0,771.0,12.0,830.0,979.0,39.0,28.0,119.0,4.0,1169.0,408.0,48.0,33.0,262.0,0.0,751.0,675.0,201.0,178.0,731.0,3.0,1787.0,3616.0,2432.0,1742.0,20452.0,219.0,28461.0,322.0,4.0,50.0,7.0,0.0,382.0,90.0,19.0,4.0,84.0,0.0,197.0,657.0,274.0,142.0,2059.0,5.0,3137.0,339.0,40.0,32.0,190.0,0.0,602.0,72.0,22.0,6.0,33.0,0.0,134.0,1107.0,29.0,15.0,22.0,0.0,1173.0,1018.0,674.0,391.0,8483.0,25.0,10592.0,1249.0,330.0,120.0,1792.0,14.0,3505.0,57.0,0.0,0.0,0.0,0.0,57.0,17.0,3.0,0.0,24.0,4.0,48.0,123.0,17.0,18.0,93.0,0.0,251.0,103.0,28.0,10.0,161.0,0.0,302.0,40.0,16.0,3.0,13.0,0.0,72.0,109.0,76.0,70.0,18.0,3.0,276.0,280.0,49.0,24.0,197.0,0.0,550.0,54.0,12.0,7.0,16.0,5.0,94.0,14.0,3.0,0.0,7.0,0.0,24.0,974.0,692.0,487.0,6718.0,21.0,8892.0,130.0,16.0,8.0,27.0,5.0,186.0,110.0,22.0,10.0,12.0,0.0,154.0,129.0,11.0,14.0,66.0,0.0,220.0,88.0,3.0,0.0,6.0,0.0,97.0,166.0,16.0,21.0,0.0,0.0,203.0,116.0,34.0,17.0,224.0,0.0,391.0,3472.0,522.0,397.0,1012.0,0.0,5403.0,161.0,6.0,4.0,358.0,3121.0,3650.0,14686.0,5004.0,3679.0,44827.0,3702.0,71899.0,71899.0
Gippsland East,248.0,1887.0,1387.0,21913.0,313.0,25748.0,0.0,14.0,14.0,1680.0,20.0,1728.0,232.0,5.0,38.0,118.0,9.0,402.0,17.0,0.0,3.0,16.0,0.0,36.0,745.0,167.0,72.0,532.0,6.0,1522.0,3596.0,1893.0,1399.0,20301.0,456.0,27644.0,344.0,0.0,31.0,18.0,6.0,399.0,42.0,14.0,9.0,117.0,0.0,182.0,618.0,137.0,93.0,1754.0,11.0,2613.0,75.0,16.0,9.0,71.0,0.0,171.0,45.0,5.0,0.0,7.0,0.0,57.0,189.0,0.0,0.0,18.0,3.0,210.0,626.0,330.0,220.0,5787.0,43.0,7006.0,511.0,107.0,53.0,1059.0,8.0,1738.0,15.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,5.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,4.0,104.0,7.0,5.0,85.0,0.0,201.0,33.0,9.0,8.0,8.0,0.0,58.0,88.0,34.0,16.0,33.0,0.0,170.0,117.0,5.0,3.0,66.0,0.0,191.0,43.0,0.0,0.0,17.0,0.0,60.0,11.0,0.0,0.0,0.0,0.0,11.0,915.0,413.0,318.0,5638.0,53.0,7337.0,0.0,0.0,0.0,9.0,0.0,9.0,81.0,0.0,3.0,0.0,0.0,84.0,36.0,4.0,0.0,13.0,0.0,53.0,12.0,5.0,0.0,9.0,0.0,26.0,93.0,3.0,15.0,8.0,8.0,127.0,90.0,16.0,3.0,103.0,0.0,212.0,1466.0,279.0,236.0,719.0,26.0,2725.0,96.0,3.0,11.0,506.0,4239.0,4854.0,9108.0,3516.0,2499.0,43543.0,5195.0,63860.0,63860.0
Gippsland South,276.0,2263.0,1665.0,22581.0,333.0,27119.0,5.0,21.0,0.0,868.0,21.0,915.0,237.0,3.0,21.0,58.0,0.0,320.0,72.0,18.0,4.0,24.0,0.0,118.0,910.0,278.0,159.0,608.0,4.0,1958.0,3911.0,2076.0,1487.0,19847.0,364.0,27685.0,311.0,7.0,40.0,28.0,0.0,386.0,69.0,14.0,6.0,77.0,0.0,166.0,684.0,198.0,107.0,1574.0,10.0,2573.0,65.0,16.0,5.0,69.0,0.0,156.0,42.0,0.0,3.0,6.0,0.0,51.0,295.0,17.0,5.0,15.0,0.0,332.0,760.0,510.0,245.0,5996.0,61.0,7571.0,643.0,204.0,63.0,1189.0,3.0,2102.0,19.0,0.0,9.0,6.0,0.0,34.0,11.0,0.0,0.0,14.0,0.0,25.0,9.0,0.0,0.0,3.0,0.0,12.0,88.0,10.0,11.0,126.0,0.0,235.0,27.0,17.0,7.0,14.0,0.0,65.0,118.0,72.0,45.0,37.0,0.0,273.0,165.0,16.0,17.0,103.0,0.0,301.0,39.0,0.0,0.0,21.0,0.0,60.0,3.0,6.0,4.0,4.0,0.0,17.0,915.0,485.0,376.0,5694.0,43.0,7513.0,27.0,0.0,0.0,10.0,0.0,37.0,101.0,0.0,12.0,5.0,0.0,118.0,55.0,0.0,0.0,17.0,0.0,72.0,62.0,4.0,4.0,13.0,0.0,83.0,66.0,0.0,10.0,0.0,0.0,76.0,75.0,4.0,8.0,121.0,0.0,208.0,1553.0,349.0,269.0,741.0,3.0,2915.0,103.0,25.0,13.0,444.0,4787.0,5372.0,10104.0,4022.0,2925.0,43067.0,5641.0,65759.0,65759.0
Glen Waverley,960.0,1518.0,1286.0,8182.0,70.0,12015.0,0.0,4.0,4.0,138.0,0.0,146.0,26506.0,126.0,353.0,130.0,48.0,27164.0,191.0,8.0,8.0,62.0,0.0,270.0,383.0,77.0,35.0,153.0,0.0,648.0,3791.0,1273.0,1001.0,8607.0,90.0,14763.0,559.0,23.0,63.0,4.0,0.0,649.0,90.0,3.0,0.0,62.0,0.0,155.0,589.0,90.0,74.0,819.0,0.0,1572.0,1944.0,178.0,95.0,703.0,3.0,2923.0,142.0,3.0,13.0,19.0,0.0,177.0,5929.0,15.0,17.0,25.0,6.0,5992.0,672.0,239.0,150.0,3152.0,11.0,4224.0,1404.0,243.0,72.0,865.0,0.0,2585.0,873.0,8.0,10.0,0.0,0.0,891.0,93.0,8.0,7.0,13.0,0.0,122.0,70.0,9.0,0.0,31.0,0.0,110.0,82.0,24.0,0.0,80.0,0.0,186.0,35.0,0.0,4.0,0.0,0.0,39.0,70.0,29.0,20.0,20.0,0.0,139.0,354.0,16.0,11.0,65.0,6.0,452.0,180.0,7.0,20.0,14.0,0.0,221.0,13.0,0.0,3.0,0.0,0.0,16.0,786.0,308.0,189.0,2824.0,6.0,4113.0,177.0,12.0,14.0,26.0,0.0,229.0,191.0,8.0,21.0,3.0,0.0,223.0,88.0,10.0,0.0,8.0,0.0,107.0,1807.0,37.0,18.0,18.0,3.0,1883.0,1389.0,12.0,45.0,0.0,0.0,1446.0,44.0,16.0,10.0,71.0,0.0,141.0,10205.0,399.0,420.0,571.0,19.0,11613.0,427.0,8.0,12.0,56.0,2489.0,2992.0,55160.0,3128.0,2626.0,18495.0,2971.0,82380.0,82380.0
Greenvale,2860.0,1579.0,938.0,6378.0,57.0,11813.0,0.0,19.0,0.0,358.0,11.0,388.0,984.0,8.0,31.0,27.0,0.0,1050.0,421.0,27.0,10.0,82.0,10.0,550.0,87.0,17.0,11.0,62.0,0.0,177.0,2543.0,949.0,557.0,5025.0,61.0,9134.0,1402.0,7.0,73.0,3.0,0.0,1484.0,80.0,4.0,11.0,0.0,0.0,95.0,248.0,44.0,29.0,387.0,0.0,708.0,999.0,173.0,94.0,511.0,4.0,1781.0,40.0,4.0,7.0,6.0,0.0,57.0,2441.0,37.0,25.0,28.0,3.0,2534.0,267.0,133.0,76.0,1546.0,0.0,2022.0,3813.0,833.0,334.0,2493.0,20.0,7492.0,54.0,0.0,11.0,0.0,0.0,65.0,2789.0,751.0,200.0,426.0,10.0,4175.0,253.0,34.0,23.0,71.0,0.0,381.0,921.0,112.0,60.0,565.0,4.0,1662.0,98.0,23.0,27.0,17.0,0.0,166.0,101.0,29.0,13.0,5.0,0.0,147.0,227.0,36.0,14.0,49.0,0.0,326.0,18.0,3.0,3.0,4.0,0.0,28.0,650.0,46.0,5.0,4.0,8.0,713.0,269.0,78.0,75.0,1180.0,0.0,1604.0,260.0,11.0,11.0,17.0,0.0,299.0,28.0,6.0,9.0,6.0,0.0,49.0,272.0,6.0,10.0,27.0,0.0,314.0,946.0,28.0,8.0,23.0,0.0,1005.0,982.0,0.0,10.0,11.0,3.0,1006.0,8.0,0.0,4.0,13.0,0.0,25.0,30398.0,1648.0,885.0,1192.0,106.0,34228.0,1168.0,120.0,38.0,150.0,3331.0,4807.0,50761.0,4930.0,2646.0,14663.0,3786.0,76786.0,76786.0
Hastings,475.0,3194.0,2446.0,21261.0,151.0,27526.0,0.0,34.0,34.0,717.0,3.0,789.0,289.0,14.0,23.0,91.0,0.0,417.0,103.0,16.0,23.0,50.0,0.0,192.0,791.0,271.0,155.0,719.0,0.0,1936.0,6490.0,3159.0,2488.0,18109.0,190.0,30435.0,325.0,0.0,42.0,13.0,0.0,380.0,119.0,9.0,6.0,146.0,0.0,280.0,727.0,220.0,186.0,1569.0,0.0,2702.0,254.0,47.0,14.0,167.0,0.0,482.0,81.0,11.0,13.0,32.0,0.0,137.0,212.0,16.0,17.0,13.0,0.0,258.0,1310.0,612.0,346.0,4971.0,19.0,7259.0,720.0,271.0,105.0,1253.0,0.0,2349.0,7.0,0.0,0.0,0.0,0.0,7.0,53.0,14.0,9.0,26.0,0.0,102.0,7.0,3.0,0.0,8.0,0.0,18.0,119.0,42.0,18.0,135.0,0.0,314.0,118.0,37.0,30.0,9.0,0.0,194.0,196.0,99.0,63.0,41.0,0.0,399.0,218.0,26.0,13.0,112.0,0.0,369.0,75.0,3.0,3.0,12.0,0.0,93.0,39.0,16.0,5.0,4.0,0.0,64.0,1626.0,732.0,557.0,4829.0,23.0,7767.0,57.0,14.0,12.0,12.0,0.0,95.0,161.0,19.0,22.0,4.0,0.0,206.0,63.0,3.0,11.0,31.0,0.0,108.0,60.0,31.0,11.0,33.0,0.0,135.0,36.0,0.0,4.0,0.0,0.0,40.0,186.0,25.0,19.0,132.0,0.0,362.0,1889.0,566.0,403.0,846.0,4.0,3708.0,72.0,27.0,14.0,377.0,2616.0,3106.0,13963.0,5689.0,4384.0,39377.0,3131.0,66543.0,66543.0
Hawthorn,539.0,2543.0,2147.0,13321.0,84.0,18633.0,0.0,0.0,0.0,108.0,0.0,108.0,8187.0,163.0,379.0,242.0,0.0,8971.0,139.0,13.0,3.0,93.0,0.0,248.0,404.0,144.0,95.0,359.0,0.0,1002.0,4042.0,2327.0,1852.0,14963.0,64.0,23248.0,267.0,0.0,44.0,23.0,0.0,334.0,272.0,65.0,35.0,151.0,0.0,523.0,726.0,197.0,153.0,1532.0,4.0,2612.0,1354.0,198.0,82.0,689.0,6.0,2329.0,87.0,12.0,0.0,59.0,0.0,158.0,2189.0,64.0,58.0,57.0,0.0,2368.0,1162.0,648.0,516.0,7131.0,31.0,9487.0,1512.0,422.0,191.0,1811.0,0.0,3936.0,281.0,12.0,16.0,5.0,0.0,314.0,50.0,6.0,3.0,27.0,0.0,86.0,77.0,10.0,15.0,46.0,0.0,148.0,69.0,25.0,29.0,112.0,0.0,235.0,45.0,11.0,4.0,8.0,4.0,72.0,224.0,38.0,22.0,32.0,0.0,316.0,369.0,46.0,37.0,195.0,0.0,647.0,187.0,14.0,34.0,24.0,0.0,259.0,7.0,0.0,0.0,0.0,0.0,7.0,1213.0,694.0,545.0,5782.0,8.0,8242.0,88.0,17.0,4.0,0.0,0.0,109.0,210.0,36.0,19.0,7.0,0.0,272.0,181.0,3.0,7.0,15.0,0.0,206.0,411.0,39.0,35.0,36.0,0.0,521.0,839.0,35.0,36.0,10.0,0.0,920.0,84.0,26.0,13.0,196.0,0.0,319.0,5557.0,749.0,760.0,1141.0,3.0,8209.0,149.0,9.0,14.0,123.0,2173.0,2468.0,26836.0,5248.0,4348.0,31720.0,2506.0,70658.0,70658.0
Ivanhoe,645.0,2313.0,1807.0,12630.0,96.0,17491.0,3.0,16.0,0.0,315.0,0.0,334.0,4895.0,94.0,178.0,165.0,6.0,5338.0,360.0,31.0,20.0,122.0,0.0,533.0,270.0,77.0,75.0,254.0,0.0,676.0,3338.0,1916.0,1339.0,12455.0,94.0,19143.0,476.0,37.0,46.0,12.0,0.0,571.0,147.0,16.0,7.0,78.0,0.0,248.0,567.0,127.0,98.0,1158.0,0.0,1950.0,1643.0,304.0,99.0,879.0,7.0,2932.0,102.0,10.0,16.0,19.0,0.0,147.0,1905.0,85.0,29.0,42.0,0.0,2061.0,1019.0,580.0,367.0,5843.0,16.0,7824.0,3282.0,791.0,289.0,2732.0,0.0,7094.0,176.0,3.0,11.0,8.0,0.0,198.0,445.0,69.0,33.0,131.0,4.0,682.0,425.0,97.0,33.0,211.0,0.0,766.0,156.0,47.0,13.0,187.0,0.0,403.0,57.0,14.0,3.0,4.0,0.0,78.0,149.0,87.0,42.0,16.0,0.0,294.0,292.0,40.0,38.0,95.0,5.0,470.0,185.0,3.0,11.0,15.0,0.0,214.0,37.0,4.0,5.0,3.0,0.0,49.0,985.0,516.0,382.0,4095.0,0.0,5977.0,182.0,9.0,5.0,10.0,0.0,206.0,129.0,39.0,6.0,3.0,0.0,177.0,161.0,13.0,11.0,24.0,0.0,209.0,346.0,50.0,10.0,6.0,0.0,412.0,601.0,25.0,27.0,22.0,0.0,675.0,85.0,18.0,4.0,110.0,0.0,217.0,6533.0,734.0,633.0,962.0,23.0,8884.0,283.0,10.0,7.0,160.0,2104.0,2563.0,26274.0,5084.0,3516.0,28804.0,2479.0,66157.0,66157.0
Kalkallo,2947.0,1945.0,1236.0,11098.0,60.0,17287.0,6.0,15.0,30.0,651.0,4.0,706.0,1096.0,18.0,16.0,35.0,0.0,1165.0,242.0,48.0,15.0,78.0,0.0,383.0,137.0,27.0,7.0,191.0,0.0,362.0,3763.0,1275.0,952.0,8811.0,78.0,14879.0,1957.0,21.0,73.0,40.0,5.0,2096.0,76.0,0.0,5.0,37.0,0.0,118.0,356.0,75.0,37.0,698.0,0.0,1166.0,586.0,208.0,83.0,536.0,0.0,1413.0,20.0,3.0,0.0,18.0,0.0,41.0,11850.0,62.0,45.0,21.0,6.0,11985.0,418.0,237.0,95.0,2689.0,0.0,3440.0,2204.0,740.0,281.0,2482.0,11.0,5718.0,49.0,0.0,5.0,0.0,0.0,54.0,950.0,224.0,103.0,182.0,3.0,1462.0,467.0,65.0,40.0,192.0,0.0,764.0,714.0,207.0,96.0,701.0,3.0,1722.0,346.0,41.0,28.0,21.0,6.0,442.0,309.0,57.0,43.0,18.0,0.0,427.0,140.0,3.0,11.0,56.0,0.0,210.0,45.0,0.0,7.0,11.0,0.0,63.0,1588.0,104.0,32.0,11.0,23.0,1758.0,426.0,217.0,149.0,2120.0,0.0,2913.0,113.0,13.0,3.0,25.0,0.0,154.0,72.0,9.0,24.0,9.0,0.0,114.0,211.0,7.0,0.0,59.0,0.0,278.0,1218.0,13.0,15.0,3.0,0.0,1249.0,246.0,15.0,24.0,8.0,0.0,293.0,9.0,0.0,3.0,20.0,0.0,32.0,33895.0,1282.0,752.0,1097.0,134.0,37159.0,1221.0,16.0,22.0,296.0,4245.0,5801.0,60751.0,4723.0,2940.0,22448.0,4687.0,95548.0,95548.0
