district,SH_FHs_CF_no_C_n,SH_FHs_CF_C_n,SH_FHs_OnePF_n,SH_FHs_Oth_fam_n,SH_FHs_Tot_n,SH_Lone_P_H_n,SH_Group_H_n,SH_Tot_n,SDRTHT_1_S_FHs_CF_no_C_n,SDRTHT_1_S_FHs_CF_C_n,SDRTHT_1_S_FHs_OnePF_n,SDRTHT_1_S_FHs_Oth_fam_n,SDRTHT_1_S_FHs_Tot_n,SDRTHT_1_S_Lone_P_H_n,SDRTHT_1_S_Group_H_n,SDRTHT_1_S_Tot_n,SDRTHT_2more_S_FHs_CF_no_C_n,SDRTHT_2more_S_FHs_CF_C_n,SDRTHT_2more_S_FHs_OnePF_n,SDRTHT_2more_S_FHs_Oth_fam_n,SDRTHT_2more_S_FHs_Tot_n,SDRTHT_2more_S_Lone_P_H_n,SDRTHT_2more_S_Group_H_n,SDRTHT_2more_S_Tot_n,SDRTHT_Tot_FHs_CF_no_C_n,SDRTHT_Tot_FHs_CF_C_n,SDRTHT_Tot_FHs_OnePF_n,SDRTHT_Tot_FHs_Oth_fam_n,SDRTHT_Tot_FHs_Tot_n,SDRTHT_Tot_Lone_P_H_n,SDRTHT_Tot_Group_H_n,SDRTHT_Tot_Tot_n,FoA_1_or_2_SB_FHs_CF_no_C_n,FoA_1_or_2_SB_FHs_CF_C_n,FoA_1_or_2_SB_FHs_OnePF_n,FoA_1_or_2_SB_FHs_Oth_fam_n,FoA_1_or_2_SB_FHs_Tot_n,FoA_1_or_2_SB_Lone_P_H_n,FoA_1_or_2_SB_Group_H_n,FoA_1_or_2_SB_Tot_n,FoA_3SB_FHs_CF_no_C_n,FoA_3SB_FHs_CF_C_n,FoA_3SB_FHs_OnePF_n,FoA_3SB_FHs_Oth_fam_n,FoA_3SB_FHs_Tot_n,FoA_3SB_Lone_P_H_n,FoA_3SB_Group_H_n,FoA_3SB_Tot_n,FoA_4_to_8_SB_FHs_CF_no_C_n,FoA_4_to_8_SB_FHs_CF_C_n,FoA_4_to_8_SB_FHs_OnePF_n,FoA_4_to_8_SB_FHs_Oth_fam_n,FoA_4_to_8_SB_FHs_Tot_n,FoA_4_to_8_SB_Lone_P_H_n,FoA_4_to_8_SB_Group_H_n,FoA_4_to_8_SB_Tot_n,FoA_9moSB_FHs_CF_no_C_n,FoA_9moSB_FHs_CF_C_n,FoA_9moSB_FHs_OnePF_n,FoA_9moSB_FHs_Oth_fam_n,FoA_9moSB_FHs_Tot_n,FoA_9moSB_Lone_P_H_n,FoA_9moSB_Group_H_n,FoA_9moSB_Tot_n,FoA_Att_to_hous_FHs_CF_no_C_n,FoA_Att_to_hous_FHs_CF_C_n,FoA_Att_to_hous_FHs_OnePF_n,FoA_Att_to_hous_FHs_Oth_fam_n,FoA_Att_to_hous_FHs_Tot_n,FoA_Att_to_hous_Lone_P_H_n,FoA_Att_to_hous_Group_H_n,FoA_Att_to_hous_Tot_n,FoA_Tot_FHs_CF_no_C_n,FoA_Tot_FHs_CF_C_n,FoA_Tot_FHs_OnePF_n,FoA_Tot_FHs_Oth_fam_n,FoA_Tot_FHs_Tot_n,FoA_Tot_Lone_P_H_n,FoA_Tot_Group_H_n,FoA_Tot_Tot_n,OD_C_FHs_CF_no_C_n,OD_C_FHs_CF_C_n,OD_C_FHs_OnePF_n,OD_C_FHs_Oth_fam_n,OD_C_FHs_Tot_n,OD_C_Lone_P_H_n,OD_C_Group_H_n,OD_C_Tot_n,OD_CH_FHs_CF_no_C_n,OD_CH_FHs_CF_C_n,OD_CH_FHs_OnePF_n,OD_CH_FHs_Oth_fam_n,OD_CH_FHs_Tot_n,OD_CH_Lone_P_H_n,OD_CH_Group_H_n,OD_CH_Tot_n,OD_Imp_home_T_SO_FHs_CF_no_C_n,OD_Imp_home_T_SO_FHs_CF_C_n,OD_Imp_home_T_SO_FHs_OnePF_n,OD_Imp_home_T_SO_FHs_Oth_fam_n,OD_Imp_home_T_SO_FHs_Tot_n,OD_Imp_home_T_SO_Lone_P_H_n,OD_Imp_home_T_SO_Group_H_n,OD_Imp_home_T_SO_Tot_n,OD_HorF_at_to_S_O_FHs_CF_no_C_n,OD_HorF_at_to_S_O_FHs_CF_C_n,OD_HorF_at_to_S_O_FHs_OnePF_n,OD_HorF_at_to_S_O_FHs_Oth_fam_n,OD_HorF_at_to_S_O_FHs_Tot_n,OD_HorF_at_to_S_O_Lone_P_H_n,OD_HorF_at_to_S_O_Group_H_n,OD_HorF_at_to_S_O_Tot_n,OD_Tot_FHs_CF_no_C_n,OD_Tot_FHs_CF_C_n,OD_Tot_FHs_OnePF_n,OD_Tot_FHs_Oth_fam_n,OD_Tot_FHs_Tot_n,OD_Tot_Lone_P_H_n,OD_Tot_Group_H_n,OD_Tot_Tot_n,DS_NS_FHs_CF_no_C_n,DS_NS_FHs_CF_C_n,DS_NS_FHs_OnePF_n,DS_NS_FHs_Oth_fam_n,DS_NS_FHs_Tot_n,DS_NS_Lone_P_H_n,DS_NS_Group_H_n,DS_NS_Tot_n,Tot_FHs_CF_no_C_n,Tot_FHs_CF_C_n,Tot_FHs_OnePF_n,Tot_FHs_Oth_fam_n,Tot_FHs_Tot_n,Tot_Lone_P_H_n,Tot_Group_H_n,Tot_Tot_n,Tot_Tot_total
Glen Waverley,5931.0,10222.0,2490.0,180.0,18932.0,3590.0,640.0,23172.0,501.0,485.0,172.0,4.0,1274.0,960.0,45.0,2340.0,192.0,535.0,77.0,11.0,933.0,137.0,18.0,1135.0,784.0,1104.0,300.0,19.0,2252.0,1084.0,81.0,3512.0,154.0,301.0,77.0,0.0,543.0,213.0,18.0,766.0,49.0,38.0,20.0,0.0,127.0,81.0,7.0,229.0,89.0,14.0,20.0,3.0,123.0,93.0,6.0,242.0,109.0,53.0,52.0,7.0,227.0,148.0,21.0,395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,398.0,412.0,177.0,12.0,1025.0,531.0,54.0,1615.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,3.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,7176.0,11735.0,2952.0,238.0,22226.0,5314.0,821.0,28305.0,28305.0
Greenvale,3761.0,10597.0,2805.0,152.0,17460.0,2288.0,276.0,20052.0,185.0,397.0,228.0,20.0,868.0,299.0,9.0,1268.0,112.0,214.0,116.0,0.0,519.0,132.0,11.0,705.0,318.0,600.0,355.0,27.0,1415.0,470.0,27.0,1971.0,24.0,18.0,12.0,0.0,66.0,24.0,4.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,25.0,22.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,34.0,24.0,18.0,0.0,95.0,51.0,4.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,11.0,4171.0,11313.0,3255.0,187.0,18984.0,2841.0,345.0,22184.0,22184.0
Hastings,5909.0,7593.0,2431.0,126.0,16093.0,3976.0,289.0,20403.0,668.0,220.0,428.0,7.0,1392.0,1802.0,72.0,3246.0,92.0,61.0,79.0,6.0,270.0,134.0,3.0,444.0,767.0,299.0,515.0,13.0,1663.0,1933.0,84.0,3692.0,14.0,6.0,4.0,0.0,22.0,37.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,12.0,14.0,6.0,4.0,0.0,22.0,43.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0,5.0,0.0,30.0,161.0,10.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,17.0,3.0,5.0,3.0,33.0,163.0,10.0,199.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,16.0,6701.0,7937.0,3015.0,179.0,17877.0,6123.0,428.0,24451.0,24451.0
Hawthorn,3090.0,5663.0,956.0,59.0,9849.0,1704.0,282.0,11879.0,913.0,923.0,233.0,10.0,2156.0,1112.0,106.0,3552.0,538.0,575.0,194.0,7.0,1353.0,320.0,46.0,1807.0,1425.0,1545.0,482.0,18.0,3532.0,1529.0,178.0,5324.0,869.0,343.0,163.0,48.0,1505.0,1624.0,305.0,3485.0,938.0,254.0,95.0,22.0,1377.0,1837.0,363.0,3598.0,890.0,209.0,163.0,42.0,1329.0,1607.0,172.0,3121.0,139.0,41.0,21.0,8.0,231.0,347.0,39.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2842.0,920.0,456.0,196.0,4458.0,5417.0,894.0,10799.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,4.0,0.0,31.0,20.0,26.0,107.0,7.0,11.0,4.0,0.0,31.0,20.0,26.0,107.0,3.0,0.0,0.0,0.0,10.0,0.0,0.0,6.0,7446.0,8160.0,2020.0,306.0,17947.0,8680.0,1525.0,28173.0,28173.0
Ivanhoe,4140.0,6900.0,1687.0,136.0,12951.0,3395.0,508.0,16838.0,572.0,357.0,229.0,13.0,1243.0,1226.0,89.0,2575.0,721.0,723.0,263.0,19.0,1747.0,565.0,110.0,2506.0,1256.0,1078.0,553.0,56.0,2990.0,1800.0,254.0,5113.0,433.0,216.0,152.0,3.0,832.0,847.0,49.0,1709.0,115.0,31.0,19.0,5.0,192.0,194.0,7.0,392.0,277.0,45.0,30.0,5.0,403.0,415.0,33.0,871.0,58.0,24.0,32.0,3.0,105.0,180.0,13.0,302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,327.0,246.0,15.0,1520.0,1650.0,120.0,3284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,4.0,16.0,0.0,0.0,0.0,0.0,3.0,9.0,4.0,16.0,10.0,0.0,4.0,0.0,10.0,9.0,0.0,17.0,6308.0,8329.0,2495.0,243.0,17486.0,6871.0,881.0,25313.0,25313.0
Kalkallo,4749.0,14250.0,2973.0,212.0,22255.0,2951.0,493.0,25753.0,180.0,267.0,110.0,4.0,653.0,312.0,26.0,1015.0,217.0,317.0,165.0,22.0,765.0,282.0,38.0,1112.0,431.0,574.0,297.0,30.0,1402.0,588.0,58.0,2126.0,24.0,38.0,33.0,4.0,116.0,48.0,0.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,10.0,3.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,41.0,39.0,4.0,126.0,58.0,4.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,13.0,5277.0,14956.0,3298.0,271.0,23848.0,3645.0,545.0,28102.0,28102.0
Kew,3935.0,8188.0,1873.0,92.0,14054.0,2462.0,360.0,16889.0,735.0,707.0,284.0,16.0,1837.0,1190.0,103.0,3200.0,569.0,871.0,287.0,7.0,1819.0,439.0,47.0,2381.0,1310.0,1612.0,636.0,31.0,3669.0,1645.0,178.0,5614.0,365.0,196.0,139.0,14.0,754.0,830.0,98.0,1730.0,335.0,126.0,55.0,13.0,558.0,523.0,57.0,1122.0,255.0,119.0,84.0,10.0,500.0,416.0,50.0,975.0,10.0,0.0,0.0,0.0,7.0,21.0,5.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,965.0,442.0,291.0,44.0,1843.0,1820.0,245.0,3903.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,23.0,18.0,0.0,58.0,9.0,4.0,0.0,0.0,23.0,18.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6308.0,10212.0,2840.0,204.0,19652.0,5999.0,917.0,26541.0,26541.0
Kororoit,4486.0,11768.0,3148.0,258.0,19792.0,3195.0,517.0,23572.0,160.0,193.0,103.0,5.0,541.0,343.0,0.0,920.0,132.0,282.0,178.0,6.0,637.0,165.0,19.0,850.0,309.0,519.0,310.0,20.0,1195.0,511.0,19.0,1770.0,11.0,14.0,11.0,3.0,46.0,45.0,0.0,102.0,20.0,6.0,14.0,0.0,31.0,31.0,0.0,60.0,39.0,21.0,25.0,0.0,84.0,46.0,5.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,67.0,36.0,47.0,3.0,160.0,124.0,5.0,298.0,7.0,0.0,0.0,0.0,5.0,44.0,0.0,47.0,5.0,0.0,0.0,0.0,5.0,54.0,3.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,8.0,94.0,4.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4916.0,12325.0,3559.0,304.0,21175.0,3960.0,593.0,25780.0,25780.0
Lara,5724.0,6818.0,3449.0,277.0,16414.0,5666.0,788.0,22891.0,376.0,165.0,171.0,5.0,815.0,1308.0,65.0,2201.0,99.0,29.0,37.0,0.0,212.0,150.0,27.0,386.0,477.0,215.0,217.0,5.0,1045.0,1445.0,97.0,2571.0,44.0,34.0,51.0,0.0,177.0,274.0,0.0,477.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,38.0,51.0,0.0,177.0,274.0,0.0,477.0,5.0,0.0,0.0,0.0,3.0,19.0,0.0,23.0,9.0,0.0,0.0,0.0,9.0,24.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,31.0,5.0,0.0,44.0,16.0,0.0,72.0,26.0,31.0,5.0,0.0,62.0,59.0,0.0,133.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,6348.0,7222.0,3773.0,302.0,17680.0,7525.0,921.0,26160.0,26160.0
Laverton,4604.0,10333.0,2859.0,433.0,18232.0,3687.0,1288.0,23217.0,491.0,770.0,333.0,46.0,1643.0,769.0,123.0,2723.0,596.0,739.0,259.0,39.0,1717.0,463.0,180.0,2385.0,1109.0,1550.0,628.0,105.0,3442.0,1302.0,346.0,5152.0,131.0,101.0,104.0,7.0,353.0,423.0,34.0,861.0,30.0,11.0,5.0,0.0,53.0,39.0,6.0,110.0,58.0,23.0,13.0,4.0,105.0,97.0,20.0,215.0,11.0,6.0,6.0,4.0,27.0,53.0,14.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,142.0,132.0,15.0,544.0,619.0,76.0,1280.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0,0.0,3.0,0.0,11.0,38.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,0.0,17.0,0.0,0.0,4.0,0.0,14.0,49.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5936.0,11941.0,3668.0,580.0,22303.0,5713.0,1748.0,29743.0,29743.0
Lowan,8342.0,6431.0,2420.0,143.0,17466.0,8036.0,577.0,26039.0,99.0,9.0,10.0,0.0,188.0,620.0,9.0,888.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,104.0,9.0,10.0,0.0,193.0,633.0,9.0,914.0,64.0,16.0,32.0,10.0,136.0,482.0,12.0,677.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,16.0,32.0,10.0,136.0,482.0,12.0,677.0,10.0,0.0,0.0,0.0,14.0,43.0,0.0,52.0,10.0,0.0,0.0,0.0,13.0,5.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,22.0,6.0,0.0,44.0,39.0,0.0,0.0,0.0,52.0,64.0,0.0,115.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,16.0,8581.0,6511.0,2514.0,162.0,17905.0,9314.0,638.0,27932.0,27932.0
Macedon,7140.0,7719.0,1970.0,83.0,17025.0,4553.0,418.0,21943.0,204.0,61.0,114.0,0.0,406.0,612.0,9.0,1050.0,15.0,4.0,8.0,0.0,43.0,35.0,0.0,81.0,250.0,76.0,150.0,0.0,477.0,632.0,9.0,1143.0,9.0,3.0,3.0,0.0,13.0,7.0,0.0,33.0,0.0,6.0,0.0,0.0,7.0,4.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,12.0,9.0,3.0,0.0,23.0,11.0,4.0,49.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,15.0,10.0,21.0,0.0,0.0,33.0,20.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,0.0,0.0,15.0,14.0,0.0,35.0,25.0,28.0,0.0,0.0,54.0,46.0,0.0,121.0,3.0,4.0,0.0,0.0,4.0,0.0,0.0,20.0,7466.0,7871.0,2133.0,90.0,17650.0,5241.0,445.0,23340.0,23340.0
Malvern,2654.0,4926.0,864.0,46.0,8607.0,1587.0,228.0,10359.0,708.0,589.0,239.0,8.0,1558.0,982.0,81.0,2548.0,864.0,690.0,240.0,3.0,1791.0,601.0,110.0,2619.0,1539.0,1261.0,516.0,19.0,3320.0,1584.0,208.0,5244.0,1040.0,369.0,198.0,22.0,1720.0,2042.0,297.0,4127.0,994.0,293.0,157.0,22.0,1545.0,2008.0,272.0,3891.0,556.0,128.0,90.0,9.0,855.0,954.0,83.0,1898.0,86.0,25.0,12.0,0.0,138.0,163.0,49.0,342.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,2724.0,833.0,525.0,84.0,4292.0,5181.0,776.0,10303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,4.0,0.0,99.0,151.0,3.0,283.0,79.0,0.0,4.0,0.0,99.0,151.0,3.0,283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6983.0,7058.0,1926.0,264.0,16369.0,8522.0,1377.0,26293.0,26293.0
Melbourne,402.0,416.0,100.0,21.0,952.0,277.0,138.0,1406.0,713.0,354.0,106.0,12.0,1229.0,643.0,355.0,2245.0,1509.0,1161.0,331.0,62.0,3147.0,1302.0,843.0,5370.0,2227.0,1515.0,485.0,98.0,4399.0,1968.0,1231.0,7558.0,429.0,123.0,65.0,12.0,720.0,702.0,239.0,1659.0,777.0,223.0,112.0,24.0,1242.0,1465.0,352.0,3108.0,2060.0,604.0,276.0,138.0,3113.0,3962.0,1048.0,8139.0,8156.0,2167.0,1188.0,1002.0,12500.0,15121.0,4935.0,32575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11463.0,3177.0,1738.0,1186.0,17681.0,21268.0,6532.0,45491.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,3.0,0.0,45.0,57.0,19.0,125.0,16.0,3.0,3.0,0.0,45.0,57.0,19.0,125.0,18.0,5.0,0.0,0.0,36.0,59.0,24.0,136.0,14100.0,5109.0,2382.0,1350.0,23045.0,23638.0,8004.0,54747.0,54747.0
Melton,5308.0,10099.0,3819.0,234.0,19611.0,4375.0,567.0,24540.0,265.0,225.0,233.0,9.0,748.0,893.0,22.0,1662.0,37.0,58.0,45.0,0.0,155.0,86.0,8.0,258.0,293.0,266.0,297.0,13.0,886.0,987.0,39.0,1907.0,10.0,11.0,13.0,0.0,37.0,33.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,14.0,13.0,0.0,34.0,33.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,5628.0,10428.0,4185.0,263.0,20616.0,5393.0,624.0,26659.0,26659.0
Mildura,6785.0,6503.0,2699.0,195.0,16248.0,5638.0,658.0,22583.0,299.0,92.0,160.0,4.0,622.0,941.0,55.0,1665.0,17.0,9.0,0.0,0.0,30.0,28.0,3.0,90.0,321.0,110.0,166.0,4.0,663.0,966.0,63.0,1756.0,155.0,65.0,78.0,0.0,342.0,740.0,34.0,1158.0,4.0,0.0,0.0,0.0,5.0,14.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,65.0,78.0,0.0,347.0,764.0,34.0,1175.0,15.0,0.0,3.0,0.0,28.0,81.0,14.0,111.0,37.0,0.0,0.0,0.0,51.0,84.0,10.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,13.0,10.0,0.0,22.0,69.0,5.0,3.0,0.0,94.0,196.0,24.0,334.0,0.0,0.0,0.0,0.0,3.0,5.0,17.0,49.0,7436.0,6713.0,2998.0,256.0,17436.0,7620.0,821.0,25968.0,25968.0
Mill Park,4307.0,9019.0,2487.0,136.0,15966.0,2819.0,328.0,19144.0,392.0,471.0,146.0,15.0,1093.0,529.0,35.0,1796.0,226.0,361.0,177.0,15.0,858.0,327.0,33.0,1256.0,664.0,885.0,383.0,36.0,2014.0,878.0,74.0,3121.0,7.0,9.0,5.0,0.0,23.0,16.0,0.0,42.0,31.0,18.0,9.0,0.0,64.0,104.0,3.0,162.0,38.0,29.0,17.0,5.0,91.0,86.0,14.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,60.0,37.0,5.0,179.0,207.0,22.0,405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5066.0,10000.0,2934.0,216.0,18183.0,3970.0,509.0,22722.0,22722.0
Monbulk,6493.0,8832.0,2384.0,108.0,17730.0,4169.0,450.0,22405.0,105.0,33.0,48.0,0.0,191.0,343.0,10.0,540.0,13.0,12.0,10.0,0.0,34.0,74.0,3.0,109.0,117.0,49.0,54.0,0.0,249.0,399.0,13.0,658.0,17.0,3.0,14.0,0.0,32.0,74.0,0.0,126.0,3.0,0.0,0.0,0.0,9.0,21.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,8.0,13.0,0.0,45.0,98.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,10.0,8.0,0.0,20.0,6.0,0.0,0.0,0.0,10.0,12.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6624.0,8883.0,2480.0,129.0,18096.0,4679.0,468.0,23309.0,23309.0
Mordialloc,3528.0,8351.0,1715.0,75.0,13710.0,2153.0,212.0,16132.0,775.0,616.0,309.0,10.0,1780.0,1323.0,57.0,3176.0,661.0,867.0,262.0,15.0,1886.0,482.0,47.0,2451.0,1442.0,1487.0,610.0,24.0,3644.0,1841.0,119.0,5663.0,864.0,530.0,381.0,6.0,1863.0,1847.0,84.0,3880.0,79.0,19.0,37.0,0.0,142.0,206.0,3.0,343.0,12.0,0.0,7.0,0.0,24.0,34.0,3.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,958.0,559.0,420.0,6.0,2046.0,2109.0,103.0,4293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,27.0,0.0,33.0,0.0,4.0,5.0,0.0,0.0,27.0,0.0,33.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,9.0,5974.0,10417.0,2837.0,162.0,19512.0,6092.0,520.0,26084.0,26084.0
