district,R_1_74_LT_Real_estate_agent_pc,R_1_74_LT_Ste_terr_hsg_auth_pc,R_1_74_LT_com_hou_pro_pc,R_1_74_LT_Psn_not_Sme_hhd_pc,R_1_74_LT_Other_Lld_type_pc,R_1_74_LT_Lld_type_ns_pc,R_1_74_Tot_pc,R_75_99_LT_Real_estate_agent_pc,R_75_99_LT_Ste_terr_hsg_auth_pc,R_75_99_LT_com_hou_pro_pc,R_75_99_LT_Psn_not_Sme_hhd_pc,R_75_99_LT_Other_Lld_type_pc,R_75_99_LT_Lld_type_ns_pc,R_75_99_Tot_pc,R_100_149_LT_Real_eSte_agent_pc,R_100_149_LT_St_ter_hsg_aut_pc,R_100_149_LT_com_hou_pro_pc,R_100_149_LT_Psn_not_Sme_hhd_pc,R_100_149_LT_Other_Lld_type_pc,R_100_149_LT_Lld_type_ns_pc,R_100_149_Tot_pc,R_150_199_LT_Real_eSte_agent_pc,R_150_199_LT_Ste_ter_hsg_aut_pc,R_150_199_LT_com_hou_pro_pc,R_150_199_LT_Psn_not_Sme_hhd_pc,R_150_199_LT_Other_Lld_type_pc,R_150_199_LT_Lld_type_ns_pc,R_150_199_Tot_pc,R_200_224_LT_Real_eSte_agent_pc,R_200_224_LT_Ste_ter_hsg_aut_pc,R_200_224_LT_com_hou_pro_pc,R_200_224_LT_Psn_not_Sme_hhd_pc,R_200_224_LT_Other_Lld_type_pc,R_200_224_LT_Lld_type_ns_pc,R_200_224_Tot_pc,R_225_274_LT_Real_eSte_agent_pc,R_225_274_LT_Ste_ter_hsg_aut_pc,R_225_274_LT_com_hou_pro_pc,R_225_274_LT_Psn_not_Sme_hhd_pc,R_225_274_LT_Other_Lld_type_pc,R_225_274_LT_Lld_type_ns_pc,R_225_274_Tot_pc,R_275_349_LT_Real_eSte_agent_pc,R_275_349_LT_Ste_ter_hsg_aut_pc,R_275_349_LT_com_hou_pro_pc,R_275_349_LT_Psn_not_Sme_hhd_pc,R_275_349_LT_Other_Lld_type_pc,R_275_349_LT_Lld_type_ns_pc,R_275_349_Tot_pc,R_350_449_LT_Real_eSte_agent_pc,R_350_449_LT_Ste_ter_hsg_aut_pc,R_350_449_LT_com_hou_pro_pc,R_350_449_LT_Psn_not_Sme_hhd_pc,R_350_449_LT_Other_Lld_type_pc,R_350_449_LT_Lld_type_ns_pc,R_350_449_Tot_pc,R_450_549_LT_Real_eSte_agent_pc,R_450_549_LT_Ste_ter_hsg_aut_pc,R_450_549_LT_com_hou_pro_pc,R_450_549_LT_Psn_not_Sme_hhd_pc,R_450_549_LT_Other_Lld_type_pc,R_450_549_LT_Lld_type_ns_pc,R_450_549_Tot_pc,R_550_649_LT_Real_eSte_agent_pc,R_550_649_LT_Ste_ter_hsg_aut_pc,R_550_649_LT_com_hou_pro_pc,R_550_649_LT_Psn_not_Sme_hhd_pc,R_550_649_LT_Other_Lld_type_pc,R_550_649_LT_Lld_type_ns_pc,R_550_649_Tot_pc,R_650_749_LT_Real_eSte_agent_pc,R_650_749_LT_Ste_ter_hsg_aut_pc,R_650_749_LT_com_hou_pro_pc,R_650_749_LT_Psn_not_Sme_hhd_pc,R_650_749_LT_Other_Lld_type_pc,R_650_749_LT_Lld_type_ns_pc,R_650_749_Tot_pc,R_750_849_LT_Real_eSte_agent_pc,R_750_849_LT_Ste_ter_hsg_aut_pc,R_750_849_LT_com_hou_pro_pc,R_750_849_LT_Psn_not_Sme_hhd_pc,R_750_849_LT_Other_Lld_type_pc,R_750_849_LT_Lld_type_ns_pc,R_750_849_Tot_pc,R_850_949_LT_Real_estat_agent_pc,R_850_949_LT_Ste_ter_hsg_aut_pc,R_850_949_LT_com_hou_pro_pc,R_850_949_LT_Psn_not_Sme_hhd_pc,R_850_949_LT_Other_Lld_type_pc,R_850_949_LT_Lld_type_ns_pc,R_850_949_Tot_pc,R_950_over_LT_Real_eSte_agent_pc,R_950_over_LT_Ste_ter_hsg_aut_pc,R_950_ovr_LT_com_hou_pro_pc,R_950_over_LT_Psn_not_Sme_hhd_pc,R_950_over_LT_Other_Lld_type_pc,R_950_over_LT_Lld_type_ns_pc,R_950_over_Tot_pc,Rent_ns_LT_Real_eSte_agent_pc,Rent_ns_LT_Ste_ter_hsg_auth_pc,Rent_ns_LT_com_hou_pro_pc,Rent_ns_LT_Psn_not_Sme_hhd_pc,Rent_ns_LT_Other_Lld_type_pc,Rent_ns_LT_Lld_type_ns_pc,Rent_ns_Tot_pc,Tot_LT_Real_eSte_agent_pc,Tot_LT_Ste_ter_hsg_auth_pc,Tot_LT_com_hou_pro_pc,Tot_LT_Psn_not_Sme_hhd_pc,Tot_LT_Other_Lld_type_pc,Tot_LT_Lld_type_ns_pc,Tot_Tot_pc,Tot_Tot_total
Ivanhoe,0.0,0.0058,0.0,0.0005,0.0,0.0,0.0082,0.0,0.006,0.0,0.0005,0.0,0.0,0.0075,0.0,0.0449,0.0039,0.0006,0.0,0.0,0.0569,0.0015,0.0137,0.0063,0.0025,0.0,0.0,0.0307,0.0,0.0074,0.0021,0.0028,0.0,0.0,0.0166,0.0054,0.007,0.004,0.0054,0.008,0.0,0.0368,0.0915,0.0073,0.001,0.0189,0.0073,0.0,0.1356,0.2774,0.0096,0.0004,0.0292,0.0015,0.0,0.3239,0.1707,0.0004,0.0,0.0082,0.0004,0.0,0.1889,0.0685,0.0,0.0,0.0034,0.0,0.0,0.0782,0.0191,0.0,0.0,0.0014,0.0,0.0,0.0245,0.0045,0.0,0.0,0.0004,0.0,0.0,0.0082,0.0018,0.0,0.0,0.0,0.0,0.0,0.0023,0.0028,0.0,0.0,0.0,0.0,0.0,0.0052,0.0045,0.0128,0.001,0.0028,0.0,0.0004,0.0318,0.6813,0.1317,0.0211,0.1262,0.0209,0.0015,1.0,7957.0
Kalkallo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006,0.0,0.0006,0.0,0.0014,0.0,0.0,0.0,0.0,0.0031,0.0007,0.0,0.0015,0.0,0.0,0.0,0.0045,0.0,0.0004,0.0,0.0007,0.0,0.0,0.0025,0.0011,0.001,0.0008,0.0032,0.0,0.0,0.0101,0.138,0.0006,0.0014,0.0243,0.001,0.0,0.1853,0.5392,0.0,0.0,0.0428,0.0105,0.0,0.6196,0.0737,0.0,0.0,0.0045,0.0013,0.0,0.0907,0.0042,0.0,0.0,0.0,0.0,0.0,0.0056,0.0006,0.0,0.0,0.0,0.0,0.0,0.001,0.0004,0.0,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013,0.0,0.0,0.0,0.0,0.0,0.0013,0.0129,0.0,0.0,0.0024,0.001,0.0,0.0254,0.8095,0.0097,0.0062,0.1316,0.024,0.0004,1.0,7125.0
Kew,0.0,0.0,0.0,0.0005,0.0,0.0,0.0009,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0039,0.0012,0.0,0.0006,0.0,0.0089,0.0006,0.0,0.0025,0.0,0.0,0.0008,0.0047,0.0,0.0008,0.0006,0.0005,0.0,0.0,0.0047,0.0016,0.0005,0.0,0.0014,0.0,0.0,0.0072,0.0455,0.0,0.0,0.009,0.0,0.0,0.0672,0.2163,0.0,0.0005,0.0198,0.0,0.0,0.2528,0.1624,0.0,0.0,0.0176,0.0,0.0,0.1967,0.1111,0.0,0.0,0.0061,0.0,0.0,0.1245,0.0706,0.0,0.0,0.0045,0.0,0.0,0.0781,0.0449,0.0,0.0,0.0028,0.0,0.0,0.0491,0.0238,0.0,0.0,0.0006,0.0,0.0,0.0277,0.0664,0.0,0.0,0.0011,0.0,0.0,0.077,0.0086,0.0009,0.0,0.0106,0.0012,0.0,0.0284,0.8234,0.0092,0.0058,0.149,0.0072,0.0008,1.0,6416.0
Kororoit,0.0,0.0015,0.0,0.001,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085,0.0012,0.0,0.0012,0.0,0.0188,0.0,0.0048,0.0008,0.0032,0.0048,0.0,0.0294,0.001,0.0012,0.0019,0.001,0.0036,0.0,0.0151,0.0046,0.0019,0.0017,0.0061,0.0012,0.0,0.0285,0.117,0.0017,0.0031,0.0501,0.0083,0.0008,0.1914,0.4106,0.0007,0.0007,0.0435,0.0007,0.0,0.4877,0.0959,0.0,0.0,0.0059,0.0,0.0,0.1105,0.0083,0.0,0.0,0.0015,0.0,0.0,0.0104,0.001,0.0,0.0,0.0,0.0,0.0,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0008,0.0073,0.0005,0.0012,0.0056,0.0,0.0,0.0309,0.7022,0.0571,0.0148,0.1678,0.0338,0.0022,1.0,5889.0
Lara,0.0006,0.0087,0.0,0.0,0.0,0.0,0.0118,0.0,0.0074,0.0005,0.0,0.0009,0.0,0.0104,0.0011,0.0606,0.0035,0.0009,0.0,0.0,0.0717,0.0096,0.0223,0.0066,0.0068,0.0025,0.0,0.0602,0.0171,0.0086,0.0019,0.0055,0.0004,0.0,0.0429,0.0869,0.0143,0.0027,0.0166,0.0011,0.0,0.1398,0.2266,0.0064,0.003,0.0352,0.0019,0.0,0.2841,0.1969,0.0012,0.0004,0.0189,0.0,0.0,0.2287,0.0515,0.0,0.0,0.0015,0.0,0.0,0.0529,0.0065,0.0,0.0,0.0,0.0,0.0,0.0067,0.0032,0.0,0.0,0.0,0.0,0.0,0.0034,0.0007,0.0,0.0,0.0,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0051,0.009,0.0,0.0014,0.0025,0.0,0.0339,0.6458,0.1545,0.0261,0.132,0.0185,0.003,1.0,8470.0
Laverton,0.0,0.0036,0.0,0.0004,0.0,0.0,0.0057,0.0006,0.0038,0.0,0.0003,0.0,0.0,0.0058,0.0011,0.0253,0.0004,0.0009,0.0,0.0,0.0353,0.0013,0.01,0.0006,0.006,0.0022,0.0,0.0284,0.0078,0.0032,0.0,0.0031,0.0006,0.0,0.0226,0.033,0.0045,0.0013,0.0082,0.0022,0.0,0.0568,0.1487,0.0054,0.0017,0.0334,0.0052,0.0,0.209,0.3986,0.0019,0.0,0.0347,0.0047,0.0,0.4493,0.0754,0.0004,0.0,0.0028,0.0003,0.0,0.0868,0.0073,0.0,0.0,0.0007,0.0,0.0,0.0099,0.0003,0.0,0.0,0.0,0.0,0.0,0.0009,0.0,0.0,0.0,0.0,0.0004,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021,0.0,0.0,0.0003,0.0,0.0,0.0031,0.0109,0.0046,0.0,0.006,0.0019,0.0008,0.0395,0.7255,0.0813,0.0067,0.137,0.0308,0.0036,1.0,10773.0
Lowan,0.0,0.0065,0.0,0.0041,0.0022,0.0,0.0201,0.0007,0.0077,0.0013,0.0029,0.0,0.0,0.0165,0.0187,0.0414,0.0011,0.0352,0.0066,0.0,0.1348,0.0831,0.0135,0.0057,0.0551,0.0027,0.0,0.1893,0.068,0.0052,0.0005,0.0341,0.0027,0.0,0.1355,0.11,0.0027,0.0005,0.0355,0.0005,0.0005,0.1631,0.0994,0.0005,0.0039,0.0196,0.0011,0.0009,0.1432,0.0497,0.0,0.0009,0.0045,0.0007,0.0,0.0614,0.0038,0.0,0.0,0.0,0.0,0.0,0.0081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031,0.0045,0.0,0.0104,0.0126,0.0011,0.0497,0.4904,0.1086,0.0228,0.2858,0.0685,0.0043,1.0,5573.0
Macedon,0.0,0.0029,0.0,0.0,0.0,0.0,0.0042,0.0,0.0019,0.0,0.0,0.0,0.0,0.0049,0.0,0.0214,0.0049,0.0045,0.001,0.0,0.0424,0.0039,0.0036,0.0068,0.0155,0.0,0.0,0.0372,0.0013,0.0026,0.001,0.0084,0.0,0.0,0.021,0.0194,0.0029,0.0029,0.0133,0.001,0.0,0.0472,0.0706,0.0029,0.0026,0.0563,0.0013,0.0,0.1608,0.1932,0.0023,0.0,0.0547,0.0029,0.0,0.2874,0.1233,0.0,0.0,0.0246,0.0,0.0,0.1531,0.0469,0.0,0.0,0.0,0.0,0.0,0.0492,0.0104,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0055,0.0013,0.0,0.0087,0.001,0.0,0.0385,0.5631,0.055,0.0343,0.3078,0.0139,0.0,1.0,3090.0
Malvern,0.0,0.0015,0.0,0.0,0.0,0.0,0.0028,0.0,0.0009,0.0,0.0003,0.0,0.0,0.0013,0.0003,0.0044,0.0037,0.0008,0.0,0.0,0.0143,0.0037,0.0009,0.0058,0.0024,0.001,0.0003,0.0197,0.0037,0.0003,0.003,0.0007,0.0,0.0,0.0118,0.0248,0.0005,0.0034,0.0056,0.0,0.0,0.0393,0.1236,0.0007,0.0,0.0113,0.0,0.0,0.1442,0.2339,0.0005,0.0,0.0191,0.0,0.0,0.2655,0.1424,0.0,0.0,0.015,0.0,0.0,0.1644,0.0848,0.0,0.0,0.0036,0.0,0.0,0.0961,0.047,0.0,0.0,0.0019,0.0,0.0,0.0552,0.0349,0.0,0.0,0.0033,0.0,0.0,0.0415,0.0182,0.0,0.0,0.0,0.0,0.0,0.0221,0.0543,0.0,0.0,0.0017,0.0005,0.0,0.059,0.0101,0.0,0.0,0.0041,0.0009,0.0,0.0249,0.8187,0.015,0.0197,0.1327,0.0066,0.0019,1.0,8727.0
Melbourne,0.0002,0.0011,0.0,0.0001,0.0,0.0,0.002,0.0,0.0044,0.0,0.0,0.0,0.0,0.0047,0.0009,0.019,0.0007,0.0014,0.0,0.0,0.0233,0.0078,0.0062,0.0025,0.0039,0.0003,0.0,0.0256,0.0112,0.0039,0.0018,0.0035,0.0002,0.0,0.0242,0.0395,0.0038,0.0016,0.0073,0.0006,0.0,0.055,0.1765,0.0039,0.0014,0.0153,0.0015,0.0,0.2011,0.2913,0.002,0.0013,0.0209,0.0017,0.0,0.3202,0.1423,0.0002,0.0001,0.0135,0.0006,0.0,0.159,0.0555,0.0001,0.0,0.0051,0.0,0.0,0.0648,0.029,0.0,0.0,0.0023,0.0002,0.0,0.0322,0.014,0.0,0.0,0.0013,0.0,0.0,0.0171,0.0075,0.0,0.0,0.0005,0.0,0.0,0.0091,0.0143,0.0,0.0,0.0014,0.0,0.0,0.0192,0.0099,0.0033,0.0002,0.0062,0.0003,0.0001,0.0262,0.8164,0.052,0.0126,0.1021,0.0115,0.001,1.0,37561.0
Melton,0.0007,0.0007,0.0,0.0,0.0,0.0,0.003,0.0,0.0009,0.0,0.0,0.0,0.0,0.0009,0.0007,0.0103,0.0,0.0,0.0,0.0,0.0179,0.0008,0.0051,0.002,0.0026,0.0007,0.0,0.0215,0.0013,0.0011,0.0,0.003,0.0001,0.0,0.011,0.0423,0.0013,0.0005,0.011,0.0,0.0,0.0647,0.3604,0.0,0.0012,0.0541,0.0039,0.0007,0.4253,0.3165,0.0005,0.0016,0.0232,0.0047,0.0004,0.3556,0.0093,0.0,0.0,0.0012,0.0,0.0,0.0128,0.0005,0.0,0.0,0.0,0.0,0.0,0.0016,0.0004,0.0,0.0,0.0,0.0005,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0011,0.0068,0.0013,0.0007,0.0046,0.0004,0.0005,0.0232,0.7771,0.04,0.0117,0.1371,0.0181,0.0031,1.0,7447.0
Mildura,0.0,0.0046,0.0015,0.0015,0.0066,0.0004,0.0184,0.0,0.0056,0.002,0.0008,0.0034,0.0,0.0137,0.0075,0.0365,0.0049,0.0176,0.0144,0.0014,0.1003,0.0293,0.0225,0.008,0.0365,0.0054,0.0,0.1198,0.0436,0.0083,0.0004,0.0282,0.0019,0.0005,0.0993,0.0935,0.0076,0.0043,0.0392,0.0045,0.0007,0.1643,0.1647,0.0035,0.0027,0.0374,0.0039,0.0,0.2226,0.0964,0.0007,0.0008,0.0217,0.0015,0.0,0.1376,0.0122,0.0,0.0,0.0022,0.0,0.0,0.019,0.0012,0.0,0.0,0.0,0.0,0.0,0.0026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.005,0.0,0.0043,0.0073,0.0034,0.0401,0.4986,0.1136,0.0291,0.2528,0.0792,0.0112,1.0,7378.0
Mill Park,0.0014,0.0008,0.0,0.0,0.0,0.0,0.0021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035,0.0,0.0006,0.0,0.0,0.0075,0.0,0.0031,0.0,0.0014,0.0,0.0,0.0072,0.0,0.0,0.0,0.0006,0.0,0.0,0.0048,0.0037,0.0,0.0008,0.006,0.0012,0.0,0.0126,0.1686,0.0014,0.0,0.0265,0.0043,0.0,0.2205,0.5174,0.0033,0.0,0.0292,0.0054,0.0,0.5732,0.0598,0.0,0.0,0.0019,0.0,0.0,0.0689,0.0006,0.0,0.0,0.0,0.0,0.0,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0008,0.0012,0.0,0.0,0.0,0.0,0.0,0.0012,0.0137,0.0006,0.0,0.0048,0.0,0.0,0.0302,0.8039,0.0314,0.0027,0.1171,0.0205,0.0015,1.0,5166.0
Monbulk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0032,0.0,0.0226,0.0,0.0044,0.0,0.0,0.0393,0.0024,0.0012,0.0,0.0056,0.0,0.0,0.0163,0.0016,0.0,0.0,0.0103,0.0,0.0,0.0195,0.0083,0.0,0.0032,0.0036,0.0024,0.0,0.0381,0.0862,0.0,0.002,0.0381,0.0012,0.0,0.1597,0.2416,0.0,0.0,0.0556,0.0012,0.0,0.3584,0.1148,0.0,0.0,0.0103,0.0004,0.0,0.1462,0.0215,0.0,0.0,0.0012,0.0,0.0,0.0274,0.0,0.0,0.0,0.0,0.0,0.0,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0075,0.0,0.0,0.0175,0.6186,0.0433,0.0083,0.2857,0.0099,0.002,1.0,2517.0
Mordialloc,0.0,0.0011,0.0,0.0,0.0,0.0,0.0021,0.0,0.0025,0.0,0.0,0.0,0.0,0.0039,0.0,0.0241,0.0,0.0011,0.0,0.0,0.0307,0.0021,0.0046,0.002,0.0029,0.0005,0.0,0.0168,0.0007,0.0016,0.0005,0.0054,0.0,0.0,0.0134,0.0193,0.0014,0.0,0.0062,0.0,0.0,0.0339,0.0946,0.0012,0.0,0.0198,0.0,0.0,0.1271,0.2363,0.0011,0.0,0.02,0.0,0.0,0.262,0.197,0.0,0.0,0.0129,0.0,0.0,0.214,0.1053,0.0,0.0,0.0027,0.0,0.0,0.1135,0.041,0.0,0.0,0.0005,0.0,0.0,0.0452,0.0118,0.0,0.0,0.0012,0.0,0.0,0.0137,0.0043,0.0,0.0,0.0,0.0,0.0,0.0048,0.0034,0.0,0.0,0.0,0.0,0.0,0.0064,0.0087,0.0048,0.0,0.0036,0.0,0.0,0.0293,0.7662,0.0655,0.0064,0.1317,0.0018,0.0005,1.0,5603.0
Mornington,0.0,0.0017,0.0,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0,0.0382,0.0,0.0011,0.0,0.0,0.0479,0.0,0.0077,0.0,0.0025,0.0014,0.0,0.0176,0.0011,0.0039,0.0,0.0036,0.0,0.0,0.0118,0.0044,0.0025,0.0,0.0055,0.0047,0.0,0.0209,0.0572,0.0039,0.0,0.0242,0.0019,0.0,0.1026,0.1821,0.0011,0.0,0.0371,0.0,0.0,0.2349,0.1813,0.0011,0.0,0.0182,0.0,0.0,0.2096,0.0883,0.0,0.0,0.0033,0.0,0.0,0.0974,0.0498,0.0,0.0,0.0025,0.0,0.0,0.0564,0.0171,0.0,0.0,0.0022,0.0,0.0,0.0198,0.008,0.0,0.0,0.0,0.0,0.0,0.008,0.0168,0.0,0.0,0.0,0.0,0.0,0.0215,0.0058,0.0033,0.0,0.0052,0.0025,0.0,0.0308,0.6963,0.09,0.0008,0.1645,0.0146,0.0041,1.0,3635.0
Morwell,0.0,0.0076,0.0007,0.0012,0.0,0.0,0.0102,0.0,0.0092,0.0008,0.0,0.0004,0.0,0.0135,0.0149,0.0629,0.0041,0.0062,0.002,0.0004,0.0986,0.0843,0.0231,0.0054,0.026,0.0016,0.0,0.1521,0.0835,0.0127,0.0027,0.0293,0.0012,0.0,0.143,0.1403,0.0105,0.0044,0.0323,0.0027,0.0,0.2064,0.1507,0.0011,0.0009,0.0211,0.0011,0.0,0.1887,0.0681,0.0004,0.0003,0.0049,0.0004,0.0,0.0915,0.0175,0.0,0.0,0.0,0.0,0.0,0.0183,0.0004,0.0,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0065,0.0008,0.0044,0.0007,0.0005,0.0307,0.607,0.1495,0.0311,0.1779,0.0163,0.0049,1.0,7534.0
Mulgrave,0.0,0.0008,0.0,0.0,0.0,0.0,0.0035,0.0,0.0032,0.0,0.0,0.0005,0.0,0.0047,0.001,0.0163,0.0,0.0047,0.0,0.0,0.0282,0.0063,0.0057,0.0,0.0058,0.0062,0.0,0.03,0.0085,0.0014,0.0,0.0026,0.0016,0.0,0.0202,0.0446,0.0017,0.0004,0.0083,0.0022,0.0,0.0676,0.1409,0.0,0.0005,0.0283,0.0049,0.0,0.1892,0.2891,0.0026,0.0004,0.0369,0.0052,0.0,0.3469,0.1317,0.0,0.0,0.0101,0.001,0.0,0.1543,0.0285,0.0,0.0,0.0023,0.0004,0.0,0.0336,0.0079,0.0,0.0,0.0,0.0,0.0,0.0094,0.0004,0.0,0.0,0.0,0.0,0.0,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0,0.0,0.0005,0.0,0.0,0.0026,0.0092,0.0018,0.0,0.0092,0.0019,0.0005,0.0453,0.7114,0.057,0.0048,0.1535,0.0401,0.0009,1.0,7731.0
Murray Plains,0.0,0.0023,0.0,0.0014,0.0005,0.0,0.0058,0.0,0.0108,0.0021,0.0007,0.0017,0.0,0.0189,0.0136,0.0512,0.0031,0.0185,0.0056,0.0,0.1185,0.0622,0.0241,0.0028,0.0353,0.0072,0.0,0.1592,0.0458,0.0094,0.0,0.0386,0.0021,0.0,0.1178,0.0989,0.0087,0.0,0.0351,0.0044,0.0,0.1734,0.1112,0.0014,0.0005,0.0245,0.0026,0.0,0.168,0.0727,0.0,0.0,0.0135,0.0007,0.0,0.0991,0.0168,0.0,0.0,0.0021,0.0,0.0,0.0185,0.0009,0.0,0.0,0.0,0.0,0.0,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0,0.0,0.0009,0.0042,0.008,0.0007,0.0107,0.0019,0.0,0.0523,0.4812,0.1404,0.0166,0.2701,0.0647,0.0035,1.0,5721.0
Narracan,0.0,0.0036,0.0,0.0014,0.0009,0.0,0.007,0.0011,0.0007,0.0016,0.0,0.0,0.0,0.0029,0.0009,0.0279,0.0023,0.0045,0.0023,0.0,0.0505,0.0054,0.0079,0.0014,0.0097,0.0027,0.0,0.0491,0.0108,0.0025,0.0,0.0183,0.0007,0.0,0.0487,0.053,0.0027,0.0,0.0232,0.0007,0.0,0.1041,0.1978,0.0056,0.0,0.0399,0.0,0.0,0.272,0.2551,0.0,0.0007,0.0252,0.0007,0.0,0.304,0.0288,0.0,0.0,0.0014,0.0009,0.0,0.0376,0.0029,0.0,0.0,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007,0.0,0.0,0.0007,0.0029,0.0041,0.0,0.009,0.0038,0.0,0.0383,0.63,0.0635,0.0063,0.2271,0.0349,0.0025,1.0,4438.0
Narre Warren North,0.0,0.0005,0.0,0.0,0.0,0.0,0.0016,0.0,0.0,0.0,0.0005,0.0,0.0,0.0021,0.0,0.0213,0.0,0.0014,0.0,0.0,0.0265,0.0,0.0107,0.0005,0.0014,0.0,0.0,0.0179,0.0016,0.0038,0.0,0.0005,0.0021,0.0,0.0129,0.0039,0.0013,0.0,0.0043,0.0077,0.0,0.024,0.1514,0.0027,0.0,0.0384,0.0063,0.0,0.2156,0.432,0.005,0.0,0.0426,0.0063,0.0,0.5131,0.0544,0.0,0.0,0.0054,0.0,0.0,0.0697,0.0041,0.0,0.0,0.0,0.0,0.0,0.0046,0.0013,0.0,0.0,0.0,0.0,0.0,0.0013,0.0,0.0,0.0,0.0,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018,0.0,0.0,0.0,0.0,0.0,0.0018,0.0064,0.003,0.0,0.0068,0.0009,0.0,0.0408,0.7062,0.0726,0.0027,0.1556,0.0322,0.0,1.0,5593.0
Narre Warren South,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0091,0.0005,0.001,0.0,0.0,0.0154,0.0,0.0048,0.0013,0.0032,0.0,0.0,0.0131,0.0,0.0005,0.0008,0.0007,0.0,0.0,0.0051,0.0,0.0015,0.0035,0.0063,0.0,0.0,0.0222,0.1329,0.0027,0.0,0.0335,0.0022,0.0,0.1802,0.4749,0.001,0.0007,0.0446,0.0051,0.0,0.5612,0.081,0.0,0.0,0.0053,0.0,0.0,0.0938,0.0035,0.0,0.0,0.0,0.0,0.0,0.0068,0.0007,0.0,0.0,0.0,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.0005,0.0,0.0,0.001,0.0088,0.0,0.0,0.0035,0.0,0.0005,0.0297,0.7487,0.045,0.0086,0.1555,0.0194,0.0005,1.0,6025.0
